uniqueid,guess_number,word,guess,condition,trial,time_elapsed,init_entropy,post_entropy,init_w_remaining,post_w_remaining,expected_ent_reduction,random_ent_reduction,max_ent_reduction,min_ent_reduction,quantile_ent_reduction,quantile_ent_reduction_h,quantile_ent_reduction_l,true_ent_reduction,eff_samples
debug05QEW:debugKYVRn,1,deals,raise,TIME,0,4.111000000000001,9.538495049095683,4.292959344023906,12972,182,4.8747909476941595,3.8959938873431414,5.231344455357863,1.17464938033772,0.9798333333333333,0.98,0.9796666666666667,5.245535705071777,31
debug05QEW:debugKYVRn,2,deals,thump,TIME,0,2.407,4.292959344023906,3.062506353471769,182,76,2.512257184616567,1.7718367798943178,3.5393056684708406,0.0,0.8800399866711096,0.8800399866711096,0.8800399866711096,1.2304529905521369,7
debug05QEW:debugKYVRn,3,deals,flock,TIME,0,2.404,3.062506353471769,1.183659256690254,76,18,1.7321072552267256,1.3814007481443629,2.892715017765603,0.0,0.6618333333333333,0.662,0.6616666666666666,1.8788470967815152,1
debug05QEW:debugKYVRn,4,deals,sales,TIME,0,5.209,1.183659256690254,0.8836307896379937,18,12,0.33444473024278853,0.29200636132586616,1.1672808793074794,0.0,0.7064999999999999,0.707,0.706,0.3000284670522603,1
debug05QEW:debugKYVRn,5,deals,pleas,TIME,0,9.84,0.8836307896379937,0.8773366850889305,12,9,0.006397548348876162,0.1835200270257526,0.8809181965689131,0.0,0.4095,0.41933333333333334,0.39966666666666667,0.006294104549063206,1
debug05QEW:debugKYVRn,6,deals,nails,TIME,0,7.172999999999999,0.8773366850889305,0.033204755172159144,9,6,0.8525537555412616,0.1829628677095727,0.8757496382327761,0.0,0.894,0.899,0.889,0.8441319299167713,19
debug05QEW:debugKYVRn,7,deals,alarm,TIME,0,18.142,0.033204755172159144,0.033204755172159144,6,6,0.0,0.008287972975032901,0.0325440006465342,0.0,0.26716666666666666,0.5343333333333333,0.0,0.0,1
debug05QEW:debugKYVRn,8,deals,seals,TIME,0,7.2989999999999995,0.033204755172159144,0.033204755172159144,6,6,0.0,0.0083011936344326,0.0325440006465342,0.0,0.26616666666666666,0.5323333333333333,0.0,0.0,1
debug05QEW:debugKYVRn,9,deals,meals,TIME,0,2.079,0.033204755172159144,0.033204755172159144,6,6,0.0,0.008192762745950023,0.0325440006465342,0.0,0.26716666666666666,0.5343333333333333,0.0,0.0,1
debug05QEW:debugKYVRn,10,deals,deals,TIME,0,4.127,0.033204755172159144,0.0,6,1,0.029999821652236094,0.008325211570239851,0.0325440006465342,0.0,0.887,0.9503333333333334,0.8236666666666667,0.033204755172159144,12
